,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
957,44,28,70,1,76,0,72,22,85,88,37,82,9,5,48,1
958,59,66,89,92,4,92,8,68,25,80,13,15,64,59,0,48
959,41,33,27,54,52,78,6,68,81,46,12,6,15,2,23,87
960,31,7,71,22,80,75,85,55,88,1,3,43,7,64,90,9
961,99,65,91,19,76,79,49,7,90,30,85,57,9,15,32,56
962,61,0,93,98,21,80,23,57,14,76,21,42,96,66,60,5
963,48,61,29,68,29,17,77,4,16,81,66,96,14,20,12,48
964,92,36,56,20,79,38,54,62,97,43,74,86,69,6,18,85
965,92,19,13,21,39,43,71,44,75,82,72,11,94,56,11,39
966,36,60,90,5,87,35,58,4,46,81,44,11,16,82,71,28
967,92,2,83,41,46,1,88,13,77,80,31,72,21,99,68,85
968,85,51,13,74,84,55,44,32,65,19,40,66,37,47,59,78
969,54,32,66,12,33,99,12,9,79,98,57,84,11,84,53,37
970,37,11,29,22,53,14,38,54,89,46,68,21,97,42,83,21
971,2,61,12,55,5,74,29,25,37,84,28,93,29,63,68,24
972,80,6,60,47,72,41,91,30,21,35,55,63,56,40,18,29
973,59,4,85,53,55,10,52,41,29,4,98,69,85,50,55,90
974,27,65,14,97,6,24,96,45,13,52,79,7,31,81,65,72
975,3,51,19,26,55,22,86,97,44,78,86,42,84,55,8,68
976,26,1,36,35,44,46,82,33,6,92,9,70,70,69,99,35
977,14,6,51,37,8,66,52,97,50,34,63,11,94,23,46,55
978,9,52,69,47,66,49,86,77,69,97,83,1,34,77,26,59
979,47,38,43,88,27,9,13,7,34,55,28,45,20,61,83,78
980,39,67,5,45,72,20,98,10,18,79,44,49,91,34,1,3
981,82,47,59,92,65,58,40,54,41,79,39,7,10,59,88,53
982,20,62,49,56,78,82,89,19,6,77,27,32,78,86,41,5
983,36,22,59,27,24,10,96,60,34,64,7,42,81,81,77,93
984,12,9,17,4,13,17,98,35,49,22,30,64,97,53,49,47
985,17,83,36,82,86,8,59,65,58,52,15,73,58,21,66,90
986,28,74,72,31,5,42,67,29,5,22,44,6,40,18,93,12
987,93,35,46,95,68,14,78,18,46,47,7,27,17,19,3,90
988,93,23,50,29,72,59,4,42,38,92,33,34,0,67,14,61
989,22,77,42,35,14,19,17,11,80,20,12,19,49,94,86,58
990,63,89,81,35,87,26,31,69,69,89,35,45,59,2,73,47
991,80,7,39,63,4,81,97,56,93,5,92,5,20,62,65,58
992,33,43,51,19,46,2,94,91,92,43,5,61,69,32,89,8
993,60,76,1,51,91,72,0,87,91,94,24,66,25,50,99,97
994,19,0,40,39,53,6,72,44,18,81,73,78,73,62,73,54
995,30,93,6,57,99,59,8,3,59,65,22,74,7,15,44,27
996,45,34,61,41,47,48,32,96,61,12,41,68,69,84,45,4
997,89,48,52,42,11,67,97,60,28,34,62,97,30,36,98,55
998,79,45,96,99,44,30,27,86,76,63,63,76,28,57,60,96
999,57,94,68,10,74,78,20,25,52,65,69,41,55,73,51,95
1000,91,39,56,21,92,65,74,94,38,22,98,91,50,71,46,80
1001,92,87,14,35,99,74,46,16,90,74,61,47,13,97,43,10
1002,52,51,94,60,36,36,19,53,94,87,13,1,43,58,40,37
1003,83,79,97,20,43,44,82,39,78,26,50,33,70,99,84,18
1004,93,86,51,70,69,57,56,33,1,76,43,99,24,79,42,98
1005,7,92,11,59,54,59,57,65,67,63,68,57,45,31,20,81
1006,78,75,42,80,55,52,51,83,91,74,61,81,29,95,1,33
1007,85,3,27,66,86,3,88,8,36,2,78,66,84,22,33,94
1008,2,87,9,70,28,14,82,0,84,61,29,66,29,52,94,91
1009,26,35,13,88,6,49,2,49,39,3,21,33,13,9,13,37
1010,12,88,60,23,88,67,67,45,99,44,74,61,23,68,56,53
1011,97,72,13,24,81,50,10,48,92,19,12,96,54,17,98,30
1012,70,96,96,27,54,13,65,25,77,48,64,61,99,40,50,20
1013,70,7,41,86,52,47,75,36,10,16,39,99,47,66,96,21
1014,74,1,42,21,64,78,4,80,54,72,53,93,27,56,84,56
1015,65,28,42,85,8,0,30,54,56,54,10,35,58,95,44,91
1016,82,71,17,17,43,76,79,34,26,12,70,66,93,52,25,80
1017,75,62,98,26,87,0,32,64,49,27,33,12,31,63,56,40
1018,92,78,33,14,70,42,42,66,13,16,10,11,11,44,99,17
1019,10,0,22,36,63,15,24,92,61,59,12,23,48,15,29,13
1020,11,28,9,96,6,26,10,60,29,87,63,64,32,39,22,95
1021,23,84,75,77,47,39,99,74,86,90,69,24,39,71,88,4
1022,33,63,8,80,35,31,7,58,27,76,49,0,33,57,47,61
1023,94,48,77,53,47,29,29,6,99,69,39,57,19,64,26,37
1024,76,51,78,74,23,68,87,4,56,75,37,74,75,43,38,1
1025,59,4,43,67,25,40,94,12,36,35,26,66,62,9,7,56
1026,58,55,16,95,89,8,93,43,82,58,44,79,72,62,69,73
1027,79,72,65,43,78,92,37,52,1,38,10,8,42,41,88,78
1028,12,28,67,91,29,9,83,30,67,34,39,70,87,56,31,81
1029,59,38,82,28,85,71,18,34,18,78,14,10,49,86,18,67
1030,21,4,79,70,89,10,62,55,19,13,99,72,50,84,61,53
1031,67,10,97,44,94,66,79,89,86,54,77,55,49,96,98,34
1032,19,91,58,10,41,24,24,10,81,31,26,8,28,74,28,14
1033,18,94,8,26,0,66,55,19,64,90,81,82,4,81,4,45
1034,69,21,59,5,41,79,18,89,80,82,81,10,82,38,24,19
1035,17,3,62,93,39,50,55,95,97,1,94,10,24,53,92,26
1036,56,67,59,14,98,28,67,86,11,19,57,84,39,16,55,40
1037,97,5,19,27,77,6,14,5,80,3,96,55,64,54,27,57
1038,77,19,98,0,38,52,47,57,91,85,66,45,40,71,73,54
1039,3,11,78,32,28,97,29,79,22,64,48,48,93,4,20,18
1040,83,61,44,22,54,2,50,91,50,59,40,13,40,17,96,92
1041,52,76,84,2,46,68,85,17,55,78,23,0,16,80,60,31
1042,13,76,80,28,70,48,98,91,12,78,29,22,93,64,64,61
1043,65,2,48,8,95,23,41,73,2,62,36,69,18,63,40,92
1044,9,52,74,34,21,54,77,75,79,64,21,36,70,7,55,65
1045,46,65,82,96,43,65,52,82,42,10,57,97,6,23,35,88
1046,62,69,35,88,33,33,33,22,27,95,88,33,57,50,20,5
1047,53,82,50,56,82,96,14,67,40,33,39,55,19,14,38,90
1048,88,11,41,5,44,59,19,66,55,82,64,90,95,25,15,91
1049,89,15,59,70,51,8,28,90,79,5,70,41,97,6,47,43
1050,96,38,77,29,4,32,16,10,48,37,75,63,16,6,82,6
1051,78,40,16,81,70,28,96,52,47,33,24,70,63,21,10,64
1052,45,76,8,95,26,62,32,91,47,89,3,71,42,50,80,58
1053,57,97,64,39,7,25,99,79,11,96,39,66,77,46,90,78
1054,64,75,10,18,18,85,40,76,23,56,75,42,32,88,94,58
1055,31,17,28,21,68,65,97,28,63,61,90,76,11,61,83,40
1056,73,93,87,22,10,15,58,16,1,11,98,62,94,27,48,50
1057,16,68,85,96,73,42,37,4,41,39,17,37,85,41,57,20
1058,94,91,21,70,85,3,30,86,4,23,16,91,42,30,46,65
1059,1,24,96,19,46,5,88,72,37,56,34,82,59,84,6,24
1060,93,93,15,61,48,41,19,85,61,53,46,79,38,82,97,24
1061,74,29,43,14,29,85,32,40,4,50,44,32,2,32,9,92
1062,26,69,88,15,85,47,94,77,77,48,8,13,78,90,10,84
1063,1,15,76,77,80,66,22,17,15,5,20,31,65,19,83,4
1064,7,88,0,54,24,93,67,32,88,87,40,22,31,17,50,79
1065,72,55,76,88,99,22,58,2,74,74,37,46,11,2,26,76
1066,50,96,64,51,29,37,75,68,84,15,43,54,95,75,33,96
1067,25,29,61,14,13,29,53,6,83,99,52,30,73,46,72,13
1068,97,22,89,77,71,64,85,34,53,50,71,88,19,86,80,27
1069,43,95,67,68,47,72,34,33,63,75,70,69,7,77,49,40
1070,91,30,64,91,37,82,46,71,64,80,1,74,71,57,35,46
1071,63,4,43,75,65,70,6,45,67,27,8,10,62,13,65,9
1072,38,96,67,26,93,62,6,29,39,61,27,58,48,66,41,9
1073,72,36,53,75,85,36,76,11,31,21,52,79,33,92,16,74
1074,23,95,62,48,9,85,98,47,54,24,17,30,88,50,38,65
1075,72,49,76,7,79,83,95,87,87,53,44,79,55,40,24,13
1076,11,60,65,2,27,80,41,9,1,48,57,50,16,90,3,85
1077,1,49,25,9,27,3,99,90,1,27,56,27,21,67,20,28
1078,70,84,23,59,50,21,26,28,21,97,69,24,8,62,80,23
1079,19,7,6,27,58,60,62,95,61,90,87,73,63,55,51,15
1080,32,25,44,36,58,30,14,55,63,0,26,61,48,89,60,73
1081,91,34,58,54,90,49,26,84,8,60,22,41,18,12,31,94
1082,30,43,34,96,38,21,89,11,83,8,92,17,51,0,81,6
1083,39,36,63,17,91,10,12,85,60,58,82,62,62,61,36,14
1084,61,60,78,21,99,63,96,55,74,24,75,85,91,66,51,9
1085,6,33,78,72,45,63,45,26,92,52,82,9,21,33,36,83
1086,2,72,38,87,15,14,42,46,15,7,47,5,67,61,88,81
1087,41,5,31,45,15,23,63,55,30,32,36,65,21,91,81,28
1088,53,96,37,83,71,21,22,55,14,97,38,91,74,39,26,69
1089,99,61,65,71,55,84,33,30,25,1,38,95,92,59,38,63
1090,60,42,43,90,78,25,3,17,23,89,7,90,36,98,84,54
1091,13,24,43,50,70,86,1,85,2,8,2,97,81,48,7,50
1092,76,0,15,4,38,15,43,4,52,63,38,26,3,49,71,26
1093,55,89,1,3,82,71,28,44,4,3,85,46,70,9,92,46
1094,28,4,40,99,69,26,90,40,79,88,19,75,52,68,27,31
1095,16,80,58,33,19,66,19,95,41,14,42,36,5,60,51,70
1096,26,55,14,47,50,37,74,85,64,9,3,57,79,9,17,11
1097,84,33,15,5,8,96,35,15,13,14,97,25,32,35,10,83
1098,63,24,31,97,34,33,2,24,24,39,57,6,23,55,45,66
1099,40,22,95,38,60,56,80,97,82,64,63,51,44,56,87,71
1100,26,45,94,10,59,69,28,19,72,16,46,32,8,55,78,98
1101,87,1,38,15,10,14,82,41,82,82,70,42,35,50,79,51
1102,51,54,3,99,51,66,22,41,92,19,74,52,32,23,86,81
1103,11,58,1,16,39,37,59,43,39,48,58,32,40,96,16,28
1104,36,42,36,78,5,59,85,78,41,84,81,55,43,5,11,74
1105,48,83,48,87,76,0,36,85,49,72,96,12,31,33,82,54
1106,98,69,81,87,89,93,94,13,3,93,66,81,47,59,62,10
1107,3,66,4,84,86,4,2,54,13,64,2,48,32,87,27,41
1108,23,19,98,61,20,6,32,7,32,50,28,66,2,43,54,45
1109,17,70,69,71,4,27,91,75,34,98,13,41,0,20,94,12
1110,10,41,44,88,46,36,65,56,43,29,15,49,93,37,16,60
1111,9,99,45,37,55,86,83,74,88,66,35,18,7,16,48,25
1112,67,5,67,32,35,41,82,34,21,1,82,4,4,80,72,80
1113,44,85,31,27,63,43,52,75,38,24,44,63,66,41,36,18
1114,37,3,95,92,54,6,46,28,72,22,74,49,17,51,88,78
1115,35,86,26,86,94,29,84,12,50,16,78,43,0,20,98,41
1116,83,6,80,95,26,84,78,46,91,18,71,93,48,70,62,19
1117,34,95,26,1,96,44,39,9,90,82,50,59,14,41,57,88
1118,87,93,92,72,35,45,8,4,27,2,37,47,74,84,64,32
1119,25,23,64,53,32,77,48,47,60,70,36,45,87,55,82,74
1120,62,18,61,9,51,77,4,19,17,43,21,50,38,25,25,79
1121,79,64,0,42,88,47,54,76,64,57,42,59,81,14,32,61
1122,93,77,81,3,74,19,34,49,52,57,56,52,0,64,20,58
1123,13,35,49,57,82,57,84,3,94,60,41,71,82,26,74,76
1124,34,74,0,79,63,38,2,58,52,53,54,11,94,23,68,67
1125,9,83,20,90,31,40,2,33,53,28,84,39,50,7,66,52
1126,62,40,69,15,44,79,43,31,41,46,74,43,76,5,1,79
1127,86,58,14,18,2,95,33,75,17,19,16,21,5,36,53,98
1128,99,14,56,48,81,5,82,45,68,49,39,56,76,9,72,15
1129,17,73,54,33,18,81,13,44,45,70,56,24,87,66,92,24
1130,22,84,86,63,49,52,88,44,45,18,40,72,97,20,86,52
1131,20,27,94,80,69,81,72,17,34,59,9,16,63,45,74,74
1132,81,55,33,52,14,33,67,99,5,8,49,7,82,83,43,5
1133,24,38,32,32,0,98,60,25,2,47,40,90,12,17,88,53
1134,53,11,53,76,4,62,8,55,55,94,19,50,60,58,10,72
1135,58,68,64,32,93,89,54,58,49,29,4,53,64,66,92,99
1136,31,28,35,48,82,35,84,54,24,8,94,79,77,67,90,79
1137,71,50,15,91,31,94,96,80,64,65,66,71,51,94,36,65
1138,76,2,27,23,40,37,63,79,97,38,63,85,63,15,7,45
1139,11,46,42,47,59,37,57,62,46,56,78,82,48,79,90,63
1140,28,86,66,26,45,42,53,19,61,85,11,22,20,68,38,31
1141,67,6,4,79,27,89,7,27,88,91,11,2,47,17,66,73
1142,18,55,5,36,51,13,39,36,70,46,94,14,86,62,76,51
1143,56,63,4,57,15,1,91,67,15,99,56,33,91,90,73,61
1144,75,4,86,60,85,82,93,79,14,70,45,39,5,18,16,40
1145,92,47,77,32,48,66,96,10,5,31,74,29,45,73,88,15
1146,42,28,31,33,39,2,83,70,4,91,44,8,35,89,22,79
1147,86,95,93,70,90,54,86,30,74,2,24,17,40,55,97,52
1148,5,60,82,27,82,67,42,36,50,16,80,11,90,59,48,97
1149,95,26,11,7,95,40,89,84,56,65,3,6,55,89,80,33
1150,54,56,87,44,4,19,49,99,23,61,61,12,52,42,23,2
1151,14,24,79,32,62,19,75,60,86,98,46,6,47,25,48,6
1152,57,12,16,80,93,17,51,65,72,91,69,44,20,52,48,74
1153,7,11,82,44,16,27,50,90,36,47,63,73,22,9,54,33
1154,17,77,96,47,88,53,31,84,25,36,41,36,21,58,80,98
1155,54,91,57,90,76,24,25,12,78,94,99,93,22,7,28,77
1156,32,35,22,94,53,44,97,72,71,42,39,22,28,96,45,68
1157,22,29,59,47,40,96,58,44,67,47,15,65,70,92,52,79
1158,28,2,41,0,24,32,76,90,59,47,87,18,39,5,50,14
1159,1,6,49,58,32,50,20,78,84,87,64,42,92,91,25,25
1160,79,3,95,47,93,19,92,18,71,6,13,15,58,61,48,30
1161,43,58,63,14,92,25,96,81,90,19,41,94,84,49,8,92
1162,45,51,81,86,9,44,65,26,2,25,21,37,72,61,92,42
1163,98,10,96,1,2,46,1,60,12,34,11,88,47,28,88,58
1164,50,49,11,45,14,81,87,67,71,74,78,39,14,29,97,32
1165,19,14,75,82,30,88,89,51,62,1,66,56,51,10,37,91
1166,75,48,70,4,84,95,53,38,54,89,75,17,22,70,39,88
1167,90,69,13,79,31,85,83,68,72,16,79,88,14,30,8,25
1168,94,45,16,24,42,18,78,84,72,31,3,30,94,82,22,54
1169,26,87,17,86,69,81,31,46,18,5,43,38,0,4,85,25
1170,14,51,56,82,21,7,82,16,26,28,90,68,4,65,77,78
1171,85,32,37,20,96,22,89,64,12,56,9,52,65,1,27,85
1172,42,72,58,13,99,12,28,10,20,69,27,92,65,19,93,43
1173,10,14,20,23,65,2,36,67,16,2,39,10,69,25,94,99
1174,15,52,72,43,97,48,17,92,90,44,20,98,78,41,16,29
1175,96,13,86,85,62,8,86,54,10,42,31,60,51,40,77,93
1176,97,86,29,5,87,41,25,18,60,94,61,20,55,34,4,93
1177,34,32,64,89,94,48,9,66,18,55,41,56,80,32,96,89
1178,71,59,72,42,78,31,71,63,91,71,6,56,16,56,11,20
1179,27,49,49,57,12,38,96,80,96,84,82,33,7,62,27,94
1180,49,87,93,11,71,13,35,10,20,94,95,78,65,42,76,20
1181,18,95,39,70,38,30,10,62,23,11,20,32,68,27,72,39
1182,86,84,62,63,95,5,88,40,87,65,23,85,19,38,36,55
1183,91,32,44,62,86,8,41,90,94,44,26,24,94,56,18,39
1184,74,66,18,68,58,61,42,62,61,28,73,89,18,63,47,48
1185,98,92,64,30,60,41,31,63,93,57,48,38,13,48,45,61
1186,77,72,73,69,64,44,8,65,57,61,13,80,59,58,42,95
1187,91,0,97,5,89,97,79,77,63,99,6,11,10,71,42,63
1188,64,84,42,54,69,55,35,6,98,7,30,87,61,93,39,9
1189,49,1,17,22,43,65,59,40,98,4,12,30,20,92,99,56
1190,55,4,67,55,72,39,91,88,81,89,88,18,21,64,28,67
1191,36,24,30,34,37,47,18,27,88,46,35,90,77,58,96,76
1192,1,19,67,81,7,10,36,79,73,57,99,12,52,48,86,25
1193,80,3,62,14,76,67,98,19,13,51,18,71,28,60,86,27
1194,13,30,68,28,48,84,8,23,54,69,67,66,38,67,81,61
1195,4,78,87,97,52,22,66,64,17,82,44,62,46,18,51,89
1196,31,16,39,65,98,99,80,82,19,19,34,89,43,8,42,55
1197,80,56,15,5,21,40,83,88,25,26,34,24,60,56,85,62
1198,84,22,3,94,99,46,71,60,20,46,72,4,7,49,75,42
1199,28,67,35,34,38,29,99,22,4,56,57,4,17,8,63,61
1200,69,29,8,95,83,7,3,98,5,86,26,12,23,24,61,45
1201,98,84,93,99,70,52,64,58,45,14,5,27,67,12,20,45
1202,80,37,81,53,19,93,59,19,40,34,89,12,66,63,89,15
1203,7,52,53,66,22,0,83,5,88,20,22,25,15,25,9,65
1204,44,55,25,24,22,96,93,95,49,5,14,9,56,29,1,73
1205,2,67,72,28,41,77,69,24,19,45,67,66,66,83,30,66
1206,51,98,50,66,69,35,61,25,90,33,91,4,45,78,0,80
1207,70,25,12,34,50,73,99,92,75,62,28,19,57,51,59,6
1208,32,82,58,43,39,13,40,42,59,91,14,76,59,86,57,68
1209,26,52,55,76,65,69,40,8,61,83,70,42,11,27,64,95
1210,48,44,68,24,25,36,1,50,12,42,78,61,59,16,99,52
1211,92,19,80,4,78,20,64,97,2,54,12,35,54,78,83,60
1212,34,17,15,66,37,9,86,97,13,46,30,48,46,87,73,98
1213,85,11,57,14,24,59,0,20,82,81,34,72,51,99,81,88
1214,98,7,5,68,78,72,34,65,4,64,45,43,65,37,94,46
1215,77,75,59,60,83,89,13,34,23,77,23,23,20,31,98,13
1216,8,94,0,14,10,65,73,66,50,20,52,28,19,12,98,53
1217,27,8,98,33,31,13,6,20,60,92,60,76,36,8,85,51
1218,48,66,52,61,93,51,93,65,26,11,46,0,70,47,86,83
1219,63,95,22,39,80,46,59,30,86,19,2,17,64,87,85,75
1220,73,10,40,71,46,69,39,48,7,4,38,48,97,3,49,69
1221,85,52,90,67,49,38,15,30,41,66,64,58,16,6,97,8
1222,32,32,22,16,95,60,35,19,24,71,19,83,74,90,76,89
1223,46,88,3,65,29,41,69,91,13,26,32,4,8,22,72,42
1224,47,57,20,71,41,77,7,79,22,40,67,20,74,93,27,67
1225,48,35,68,91,99,54,12,76,64,31,66,20,63,11,58,13
1226,47,58,40,64,86,16,34,26,48,15,44,37,95,56,82,95
1227,10,3,20,12,57,11,35,68,74,85,75,66,9,33,97,84
1228,16,72,86,90,6,53,45,17,86,6,8,2,72,42,37,34
1229,51,92,28,0,7,87,70,7,70,55,48,55,72,64,3,53
1230,40,33,86,26,92,56,0,61,48,96,95,45,25,59,12,12
1231,14,71,9,34,24,72,19,73,39,81,30,31,9,94,34,5
1232,81,94,78,81,98,27,82,30,96,65,6,26,11,38,23,7
1233,60,82,81,84,61,60,85,49,95,83,26,13,65,46,14,3
1234,68,23,1,67,96,24,85,8,42,66,66,3,6,43,53,0
1235,24,15,12,55,42,16,86,36,64,59,0,19,15,51,93,36
1236,97,20,96,3,48,91,69,4,60,90,38,27,59,94,95,12
1237,88,95,38,3,26,89,14,51,27,45,25,5,0,55,63,94
1238,31,53,15,16,37,66,10,77,23,87,89,43,91,40,15,88
1239,69,88,21,62,9,5,30,8,8,39,64,48,97,61,61,9
1240,57,66,75,97,28,86,54,1,25,66,71,62,75,13,68,53
1241,66,48,40,96,81,7,35,65,56,12,82,51,51,5,84,70
1242,94,69,46,81,51,75,43,41,39,53,50,68,97,98,12,92
1243,91,20,11,39,79,58,81,13,10,22,58,65,66,82,84,21
1244,51,37,59,68,35,36,25,9,36,70,19,31,2,33,76,79
1245,58,88,21,83,57,28,31,86,16,85,56,26,34,9,69,25
1246,13,53,31,32,35,50,88,77,73,38,19,47,71,58,90,66
1247,50,2,45,82,95,12,52,65,73,49,67,98,33,16,18,60
1248,82,87,16,13,3,10,80,54,41,58,74,17,19,78,2,93
1249,28,16,7,67,0,97,49,67,43,66,70,66,71,80,11,72
1250,98,99,13,90,80,81,35,4,75,38,16,86,1,42,19,38
1251,82,7,90,43,11,52,99,80,28,35,40,26,86,29,24,71
1252,89,49,79,52,39,36,6,28,86,27,74,73,92,4,49,17
1253,24,59,88,91,51,86,34,50,19,99,65,15,20,39,16,39
1254,58,79,7,41,16,27,78,80,91,78,91,38,26,18,60,72
1255,42,57,78,40,38,52,56,47,89,46,33,3,42,15,99,26
1256,41,65,16,90,97,71,47,81,65,97,89,74,86,55,87,47
1257,65,51,86,87,57,91,53,55,23,69,99,67,58,79,55,74
1258,67,51,11,82,12,67,66,92,94,68,17,61,88,3,19,38
1259,12,43,34,54,76,90,23,5,67,73,4,46,63,33,18,62
1260,7,90,72,24,98,34,12,73,84,14,42,31,12,62,53,16
1261,22,63,69,84,78,0,10,47,85,47,68,90,92,4,74,12
1262,45,44,53,2,80,51,43,23,29,36,7,72,75,90,25,7
1263,13,49,97,9,46,67,27,1,35,32,71,2,88,95,80,39
1264,52,21,4,26,62,30,11,95,3,81,70,78,61,52,3,66
1265,86,77,96,47,30,20,90,95,21,31,65,71,74,48,24,38
1266,16,70,92,80,56,6,21,52,68,46,76,48,40,13,55,25
1267,20,41,6,74,66,49,36,82,36,97,86,2,92,83,61,65
1268,30,34,43,84,18,92,9,16,16,52,52,57,73,33,65,37
1269,89,12,92,2,96,85,20,52,13,59,9,17,74,4,15,1
1270,92,5,39,53,52,63,66,29,9,73,11,17,68,13,65,78
1271,81,76,4,96,97,83,43,97,3,93,76,73,14,85,10,93
1272,86,56,84,84,28,13,83,55,66,96,50,75,89,30,75,99
1273,83,58,53,24,48,54,33,41,5,49,92,98,6,8,87,49
1274,33,82,51,71,47,59,24,91,26,51,96,30,81,18,23,0
1275,81,68,59,42,80,86,50,25,53,46,81,61,56,21,21,2
1276,21,32,92,10,42,41,99,55,37,45,39,42,97,4,54,99
1277,89,95,93,37,28,4,80,47,39,37,60,84,97,88,25,7
1278,69,65,31,70,78,43,1,30,10,20,48,35,28,35,86,56
1279,90,79,42,31,91,48,1,59,55,4,22,40,8,59,67,87
1280,62,68,99,52,83,55,34,41,26,68,48,42,90,66,30,36
1281,19,77,23,14,84,5,81,41,61,68,59,92,20,78,92,83
1282,64,92,42,6,86,95,62,99,91,60,23,69,68,70,54,1
1283,27,99,31,40,31,45,66,85,64,27,16,87,67,86,42,47
1284,78,22,24,13,91,49,56,68,52,80,82,21,21,77,58,57
1285,99,77,75,27,91,67,55,95,84,35,47,5,50,35,26,67
1286,45,19,29,65,90,3,79,66,55,68,49,59,68,51,98,64
1287,12,88,22,53,72,89,91,6,22,17,58,75,82,92,25,30
1288,81,98,76,23,57,18,87,52,59,30,94,97,79,55,65,59
1289,78,34,51,22,72,30,5,93,82,16,73,96,24,4,65,51
1290,63,93,48,31,89,38,99,77,84,35,94,91,76,48,13,20
1291,34,7,55,72,3,26,70,95,69,31,34,68,33,68,40,88
1292,74,87,13,12,89,40,43,89,4,56,10,29,36,46,15,1
1293,11,80,42,90,41,99,22,89,89,25,2,87,61,49,95,87
1294,26,40,87,76,95,91,34,55,49,65,61,91,71,11,22,3
1295,59,56,13,6,56,87,58,25,28,7,26,5,58,74,86,61
1296,30,44,47,87,23,6,66,99,86,30,63,71,62,7,43,77
1297,34,88,84,45,37,55,79,67,2,82,37,65,69,75,27,70
1298,20,98,67,67,20,82,79,43,89,29,76,37,41,53,21,89
1299,17,76,89,92,0,76,46,95,92,88,88,7,8,42,69,90
1300,54,18,54,86,82,56,25,5,60,41,42,23,58,41,99,88
1301,76,84,32,54,38,13,56,84,92,82,79,33,31,49,93,67
1302,75,67,84,18,36,56,39,15,72,83,97,80,77,40,55,25
1303,34,49,38,76,29,14,28,2,11,22,69,19,66,6,0,89
1304,24,78,15,20,22,34,77,12,96,23,74,96,29,35,1,7
1305,43,40,19,42,41,0,22,20,18,0,53,70,41,22,25,73
1306,50,67,82,13,37,16,78,3,78,63,47,91,38,53,99,67
1307,89,99,52,66,58,34,10,72,72,71,33,82,37,96,90,43
1308,56,13,74,40,33,59,96,69,80,27,90,15,48,45,78,67
1309,74,7,13,24,31,2,52,82,73,88,61,64,92,67,13,16
1310,67,65,11,58,95,56,4,86,88,92,52,66,29,14,13,0
1311,44,16,33,72,69,63,82,10,29,58,57,93,50,15,3,23
1312,33,23,34,32,10,68,72,1,48,63,36,0,29,58,45,41
1313,28,50,2,6,57,1,66,91,48,9,13,17,77,37,72,9
1314,81,97,43,94,44,40,68,34,74,85,78,78,25,47,15,58
1315,14,7,29,31,43,78,30,45,83,79,43,54,76,84,77,83
1316,62,71,66,3,97,82,25,55,22,34,74,94,99,77,49,38
1317,74,94,74,54,86,56,29,98,22,54,49,6,12,52,16,83
1318,59,40,34,88,36,5,15,12,41,29,87,52,0,3,47,94
1319,50,45,42,68,36,85,72,59,66,41,39,47,18,9,44,96
1320,30,23,69,4,2,36,71,3,81,75,77,41,47,81,83,2
1321,98,14,73,7,21,68,38,32,55,59,49,44,42,64,41,54
1322,73,34,83,32,22,0,91,68,31,96,41,21,45,59,54,34
1323,1,72,22,89,64,4,90,84,97,27,0,98,66,89,78,63
1324,49,91,61,46,16,63,78,64,38,45,83,75,9,37,33,94
1325,22,33,38,0,41,26,78,43,94,4,54,40,87,88,28,97
1326,34,19,96,15,5,62,18,18,28,88,53,92,12,75,81,45
1327,75,72,96,77,19,14,67,14,29,59,4,36,40,93,64,97
1328,65,90,7,34,33,9,57,45,1,65,15,76,69,99,84,42
1329,87,29,68,45,18,58,21,76,5,64,85,75,63,79,50,59
1330,13,48,6,34,96,76,15,2,55,15,13,28,68,30,11,55
1331,99,78,4,9,16,77,33,48,51,40,7,39,47,85,63,12
1332,94,72,13,96,25,56,42,4,89,81,85,54,52,69,35,66
1333,94,71,32,99,79,45,44,67,54,59,91,80,49,3,87,95
1334,80,71,8,85,87,88,50,23,94,23,99,59,23,26,48,45
1335,13,26,16,74,36,16,30,30,7,97,36,20,71,25,98,46
1336,18,4,50,4,51,20,75,56,86,42,17,56,56,44,16,20
1337,24,17,74,36,19,70,12,73,41,83,89,12,95,42,63,90
1338,1,41,9,97,48,12,71,7,61,55,33,28,32,27,33,38
1339,93,2,81,56,95,46,44,67,79,46,1,0,3,79,54,61
1340,21,31,3,66,46,80,38,30,99,3,49,41,82,32,75,64
1341,46,52,40,10,50,46,82,19,91,13,68,71,64,94,31,6
1342,69,37,41,94,63,69,2,34,97,61,24,27,67,3,26,61
1343,52,0,27,44,29,30,85,80,68,63,93,23,74,80,3,46
1344,10,66,70,65,78,71,28,71,15,15,82,13,1,32,16,26
1345,18,87,80,87,56,58,80,51,8,26,39,5,99,77,78,44
1346,75,81,46,31,33,46,20,57,54,96,6,17,16,68,82,87
1347,16,45,26,55,56,52,67,26,49,3,82,49,73,56,43,95
1348,33,17,79,68,32,79,51,65,8,96,62,64,98,26,44,99
1349,26,44,15,45,62,36,52,99,9,20,3,35,64,35,41,79
1350,92,79,92,42,40,16,80,7,42,14,94,31,3,36,49,66
1351,61,15,99,4,75,24,61,26,48,23,96,3,32,19,56,7
1352,17,19,77,42,38,36,96,65,46,8,52,62,34,13,42,88
1353,30,34,85,79,26,86,11,42,38,23,5,68,17,60,84,68
1354,80,0,91,7,43,34,42,14,71,89,43,41,17,24,94,65
1355,15,52,74,46,79,88,28,99,78,36,56,9,78,23,72,65
